Declaration date,,Declaration date,,
12/1/10,,40513.00 ,,
12/1/10,,40513.00 ,,
8/10/10,,40400.00 ,,
2/16/11,,40590.00 ,,
12/28/10,,40540.00 ,,
7/8/10,,40367.00 ,,
3/30/10,,40267.00 ,,
9/29/10,,40450.00 ,,
9/20/10,,40441.00 ,,
2/28/11,,40602.00 ,,
4/19/10,,40287.00 ,,
4/27/11,,40660.00 ,,
10/24/06,,39014.00 ,,
7/29/09,,40023.00 ,,
5/5/10,,40303.00 ,,
11/23/09,,40140.00 ,,
2/16/11,,40590.00 ,,
8/1/06,,38930.00 ,,
2/6/09,,39850.00 ,,
6/1/11,,40695.00 ,,
6/24/10,,40353.00 ,,
12/9/10,,40521.00 ,,
11/23/09,,40140.00 ,,
2/28/11,,40602.00 ,,
10/29/08,,39750.00 ,,
12/6/10,,40518.00 ,,
5/26/11,,40689.00 ,,
10/20/08,,39741.00 ,,
7/25/07,,39288.00 ,,
5/19/10,,40317.00 ,,
2/15/11,,40589.00 ,,
9/20/10,,40441.00 ,,
12/9/10,,40521.00 ,,
12/9/10,,40521.00 ,,
10/9/06,,38999.00 ,,
6/30/08,,39629.00 ,,
11/25/08,,39777.00 ,,
9/21/09,,40077.00 ,,
10/20/10,,40471.00 ,,
11/8/10,,40490.00 ,,
12/9/10,,40521.00 ,,
8/10/10,,40400.00 ,,
4/27/09,,39930.00 ,,
4/20/10,,40288.00 ,,
10/20/08,,39741.00 ,,
12/21/10,,40533.00 ,,
10/12/10,,40463.00 ,,
9/3/10,,40424.00 ,,
2/27/08,,39505.00 ,,
9/10/09,,40066.00 ,,
6/3/10,,40332.00 ,,
7/16/10,,40375.00 ,,
7/13/10,,40372.00 ,,
12/9/10,,40521.00 ,,
4/12/07,,39184.00 ,,
12/1/10,,40513.00 ,,
6/21/10,,40350.00 ,,
5/11/10,,40309.00 ,,
11/14/08,,39766.00 ,,
4/29/09,,39932.00 ,,
12/9/09,,40156.00 ,,
5/13/11,,40676.00 ,,
8/10/10,,40400.00 ,,
1/16/09,,39829.00 ,,
11/13/08,,39765.00 ,,
1/26/10,,40204.00 ,,
1/6/10,,40184.00 ,,
3/23/11,,40625.00 ,,
9/29/10,,40450.00 ,,
10/19/06,,39009.00 ,,
7/29/08,,39658.00 ,,
2/6/09,,39850.00 ,,
10/23/08,,39744.00 ,,
12/16/08,,39798.00 ,,
9/26/06,,38986.00 ,,
1/26/10,,40204.00 ,,
7/16/10,,40375.00 ,,
9/10/09,,40066.00 ,,
10/20/10,,40471.00 ,,
6/22/10,,40351.00 ,,
3/31/09,,39903.00 ,,
3/30/10,,40267.00 ,,
12/14/10,,40526.00 ,,
5/27/11,,40690.00 ,,
4/7/10,,40275.00 ,,
6/13/10,,40342.00 ,,
9/9/10,,40430.00 ,,
5/31/11,,40694.00 ,,
2/16/09,,39860.00 ,,
5/30/11,,40693.00 ,,
2/13/07,,39126.00 ,,
10/12/10,,40463.00 ,,
12/1/10,,40513.00 ,,
6/20/11,,40714.00 ,,
2/15/11,,40589.00 ,,
12/1/10,,40513.00 ,,
2/25/11,,40599.00 ,,
4/7/11,,40640.00 ,,
12/8/09,,40155.00 ,,
11/18/08,,39770.00 ,,
1/25/11,,40568.00 ,,
7/13/10,,40372.00 ,,
7/15/10,,40374.00 ,,
10/12/10,,40463.00 ,,
3/30/10,,40267.00 ,,
11/18/09,,40135.00 ,,
6/22/10,,40351.00 ,,
5/13/11,,40676.00 ,,
5/31/11,,40694.00 ,,
2/6/07,,39119.00 ,,
5/26/11,,40689.00 ,,
9/10/09,,40066.00 ,,
12/21/10,,40533.00 ,,
6/4/10,,40333.00 ,,
12/29/09,,40176.00 ,,
5/11/10,,40309.00 ,,
9/3/10,,40424.00 ,,
3/23/11,,40625.00 ,,
10/20/08,,39741.00 ,,
3/23/11,,40625.00 ,,
12/1/10,,40513.00 ,,
1/25/11,,40568.00 ,,
8/5/10,,40395.00 ,,
7/15/10,,40374.00 ,,
7/16/10,,40375.00 ,,
11/13/08,,39765.00 ,,
10/24/08,,39745.00 ,,
12/18/08,,39800.00 ,,
6/13/10,,40342.00 ,,
9/29/10,,40450.00 ,,
6/21/10,,40350.00 ,,
10/27/08,,39748.00 ,,
9/3/10,,40424.00 ,,
7/25/07,,39288.00 ,,
12/16/08,,39798.00 ,,
8/10/10,,40400.00 ,,
9/9/10,,40430.00 ,,
12/28/06,,39079.00 ,,
7/16/10,,40375.00 ,,
12/1/10,,40513.00 ,,
1/6/10,,40184.00 ,,
5/30/08,,39598.00 ,,
5/20/09,,39953.00 ,,
6/4/10,,40333.00 ,,
11/18/08,,39770.00 ,,
2/2/09,,39846.00 ,,
7/8/10,,40367.00 ,,
4/21/09,,39924.00 ,,
3/10/10,,40247.00 ,,
10/20/08,,39741.00 ,,
1/24/07,,39106.00 ,,
8/29/06,,38958.00 ,,
7/9/09,,40003.00 ,,
12/18/08,,39800.00 ,,
12/25/06,,39076.00 ,,
9/16/08,,39707.00 ,,
4/29/09,,39932.00 ,,
12/9/10,,40521.00 ,,
1/20/11,,40563.00 ,,
12/15/10,,40527.00 ,,
11/18/08,,39770.00 ,,
12/1/10,,40513.00 ,,
12/1/10,,40513.00 ,,
11/30/09,,40147.00 ,,
11/8/10,,40490.00 ,,
10/15/08,,39736.00 ,,
10/12/10,,40463.00 ,,
1/12/10,,40190.00 ,,
8/5/10,,40395.00 ,,
5/17/11,,40680.00 ,,
6/13/10,,40342.00 ,,
8/16/07,,39310.00 ,,
6/5/09,,39969.00 ,,
6/26/09,,39990.00 ,,
12/17/09,,40164.00 ,,
5/12/11,,40675.00 ,,
4/27/10,,40295.00 ,,
6/21/10,,40350.00 ,,
8/5/10,,40395.00 ,,
12/15/10,,40527.00 ,,
12/27/05,,38713.00 ,,
9/9/08,,39700.00 ,,
4/29/09,,39932.00 ,,
12/1/10,,40513.00 ,,
11/13/08,,39765.00 ,,
5/13/11,,40676.00 ,,
4/27/10,,40295.00 ,,
2/15/11,,40589.00 ,,
1/8/09,,39821.00 ,,
8/25/09,,40050.00 ,,
9/29/10,,40450.00 ,,
2/27/08,,39505.00 ,,
12/25/06,,39076.00 ,,
5/13/11,,40676.00 ,,
9/22/09,,40078.00 ,,
5/28/07,,39230.00 ,,
7/29/10,,40388.00 ,,
1/20/11,,40563.00 ,,
5/12/11,,40675.00 ,,
12/1/10,,40513.00 ,,
11/26/07,,39412.00 ,,
9/17/10,,40438.00 ,,
3/16/09,,39888.00 ,,
12/29/09,,40176.00 ,,
9/10/09,,40066.00 ,,
12/30/09,,40177.00 ,,
11/13/07,,39399.00 ,,
8/20/09,,40045.00 ,,
1/25/06,,38742.00 ,,
8/29/06,,38958.00 ,,
8/5/10,,40395.00 ,,
9/29/10,,40450.00 ,,
12/13/10,,40525.00 ,,
6/30/08,,39629.00 ,,
1/21/11,,40564.00 ,,
4/27/09,,39930.00 ,,
6/3/10,,40332.00 ,,
4/20/09,,39923.00 ,,
7/6/10,,40365.00 ,,
2/16/11,,40590.00 ,,
10/15/08,,39736.00 ,,
7/13/10,,40372.00 ,,
7/6/10,,40365.00 ,,
8/29/06,,38958.00 ,,
10/20/08,,39741.00 ,,
12/9/10,,40521.00 ,,
1/13/10,,40191.00 ,,
11/11/09,,40128.00 ,,
1/5/11,,40548.00 ,,
4/21/09,,39924.00 ,,
1/8/08,,39455.00 ,,
5/28/07,,39230.00 ,,
12/9/10,,40521.00 ,,
12/13/10,,40525.00 ,,
10/17/08,,39738.00 ,,
8/26/09,,40051.00 ,,
8/26/09,,40051.00 ,,
12/29/09,,40176.00 ,,
1/6/10,,40184.00 ,,
9/19/10,,40440.00 ,,
4/7/11,,40640.00 ,,
11/8/10,,40490.00 ,,
7/29/09,,40023.00 ,,
6/3/10,,40332.00 ,,
11/13/08,,39765.00 ,,
5/13/09,,39946.00 ,,
8/6/10,,40396.00 ,,
6/22/10,,40351.00 ,,
1/6/10,,40184.00 ,,
5/11/10,,40309.00 ,,
1/5/11,,40548.00 ,,
8/10/10,,40400.00 ,,
6/22/10,,40351.00 ,,
9/3/10,,40424.00 ,,
6/9/11,,40703.00 ,,
10/17/08,,39738.00 ,,
2/16/11,,40590.00 ,,
5/30/11,,40693.00 ,,
11/23/09,,40140.00 ,,
3/23/11,,40625.00 ,,
12/29/08,,39811.00 ,,
5/11/10,,40309.00 ,,
5/19/09,,39952.00 ,,
2/16/11,,40590.00 ,,
6/13/10,,40342.00 ,,
2/15/11,,40589.00 ,,
6/20/11,,40714.00 ,,
11/11/09,,40128.00 ,,
6/22/10,,40351.00 ,,
1/21/09,,39834.00 ,,
3/23/11,,40625.00 ,,
1/15/09,,39828.00 ,,
3/16/09,,39888.00 ,,
1/5/11,,40548.00 ,,
7/29/09,,40023.00 ,,
6/22/10,,40351.00 ,,
5/5/10,,40303.00 ,,
6/3/10,,40332.00 ,,
5/11/10,,40309.00 ,,
5/23/11,,40686.00 ,,
10/19/07,,39374.00 ,,
4/27/11,,40660.00 ,,
6/20/11,,40714.00 ,,
6/22/10,,40351.00 ,,
2/16/11,,40590.00 ,,
11/13/08,,39765.00 ,,
12/31/08,,39813.00 ,,
9/16/08,,39707.00 ,,
10/17/08,,39738.00 ,,
7/26/10,,40385.00 ,,
1/13/11,,40556.00 ,,
12/21/10,,40533.00 ,,
7/16/10,,40375.00 ,,
5/12/10,,40310.00 ,,
1/23/08,,39470.00 ,,
12/21/07,,39437.00 ,,
8/20/09,,40045.00 ,,
12/16/10,,40528.00 ,,
12/29/09,,40176.00 ,,
12/29/09,,40176.00 ,,
1/5/11,,40548.00 ,,
11/20/09,,40137.00 ,,
6/22/10,,40351.00 ,,
7/13/10,,40372.00 ,,
10/22/10,,40473.00 ,,
12/15/10,,40527.00 ,,
1/16/09,,39829.00 ,,
9/10/09,,40066.00 ,,
7/13/10,,40372.00 ,,
3/18/10,,40255.00 ,,
1/27/11,,40570.00 ,,
7/26/10,,40385.00 ,,
4/27/09,,39930.00 ,,
7/13/10,,40372.00 ,,
4/29/10,,40297.00 ,,
9/3/10,,40424.00 ,,
5/11/10,,40309.00 ,,
7/13/10,,40372.00 ,,
11/13/08,,39765.00 ,,
6/21/10,,40350.00 ,,
9/20/10,,40441.00 ,,
11/13/08,,39765.00 ,,
2/6/09,,39850.00 ,,
7/6/10,,40365.00 ,,
1/12/10,,40190.00 ,,
12/8/09,,40155.00 ,,
5/12/11,,40675.00 ,,
11/26/07,,39412.00 ,,
1/12/10,,40190.00 ,,
10/20/10,,40471.00 ,,
4/6/11,,40639.00 ,,
12/16/08,,39798.00 ,,
3/30/11,,40632.00 ,,
10/17/08,,39738.00 ,,
10/17/08,,39738.00 ,,
11/13/08,,39765.00 ,,
5/30/11,,40693.00 ,,
10/12/10,,40463.00 ,,
8/29/06,,38958.00 ,,
2/10/10,,40219.00 ,,
4/21/09,,39924.00 ,,
12/22/09,,40169.00 ,,
9/19/10,,40440.00 ,,
12/1/10,,40513.00 ,,
4/7/11,,40640.00 ,,
1/20/06,,38737.00 ,,
1/8/08,,39455.00 ,,
11/11/09,,40128.00 ,,
12/11/08,,39793.00 ,,
1/16/09,,39829.00 ,,
10/14/09,,40100.00 ,,
1/26/10,,40204.00 ,,
6/26/09,,39990.00 ,,
6/14/11,,40708.00 ,,
10/14/09,,40100.00 ,,
12/14/10,,40526.00 ,,
5/26/11,,40689.00 ,,
1/5/09,,39818.00 ,,
5/19/09,,39952.00 ,,
7/9/09,,40003.00 ,,
9/26/10,,40447.00 ,,
6/21/10,,40350.00 ,,
11/19/08,,39771.00 ,,
12/1/10,,40513.00 ,,
9/3/10,,40424.00 ,,
1/16/09,,39829.00 ,,
2/12/11,,40586.00 ,,
1/25/10,,40203.00 ,,
2/28/11,,40602.00 ,,
12/21/10,,40533.00 ,,
7/6/10,,40365.00 ,,
8/28/09,,40053.00 ,,
5/23/11,,40686.00 ,,
10/9/06,,38999.00 ,,
12/21/10,,40533.00 ,,
7/8/10,,40367.00 ,,
3/16/09,,39888.00 ,,
10/12/10,,40463.00 ,,
1/25/06,,38742.00 ,,
7/16/10,,40375.00 ,,
12/30/09,,40177.00 ,,
6/22/10,,40351.00 ,,
3/16/09,,39888.00 ,,
10/29/08,,39750.00 ,,
1/16/09,,39829.00 ,,
3/23/11,,40625.00 ,,
12/16/08,,39798.00 ,,
12/1/10,,40513.00 ,,
12/1/10,,40513.00 ,,
12/1/10,,40513.00 ,,
3/23/11,,40625.00 ,,
9/29/10,,40450.00 ,,
3/30/11,,40632.00 ,,
11/16/10,,40498.00 ,,
6/22/10,,40351.00 ,,
12/30/09,,40177.00 ,,
12/16/08,,39798.00 ,,
3/10/10,,40247.00 ,,
1/21/09,,39834.00 ,,
8/29/06,,38958.00 ,,
12/29/08,,39811.00 ,,
5/12/11,,40675.00 ,,
1/16/09,,39829.00 ,,
10/23/08,,39744.00 ,,
1/21/09,,39834.00 ,,
4/29/09,,39932.00 ,,
8/28/07,,39322.00 ,,
6/9/11,,40703.00 ,,
12/1/10,,40513.00 ,,
12/11/08,,39793.00 ,,
12/8/10,,40520.00 ,,
11/13/08,,39765.00 ,,
11/27/09,,40144.00 ,,
5/30/08,,39598.00 ,,
2/27/08,,39505.00 ,,
5/30/11,,40693.00 ,,
11/14/08,,39766.00 ,,
10/20/08,,39741.00 ,,
7/13/10,,40372.00 ,,
5/31/11,,40694.00 ,,
10/22/07,,39377.00 ,,
7/15/10,,40374.00 ,,
8/26/09,,40051.00 ,,
12/27/05,,38713.00 ,,
2/10/10,,40219.00 ,,
5/12/11,,40675.00 ,,
12/8/08,,39790.00 ,,
8/21/09,,40046.00 ,,
12/16/10,,40528.00 ,,
11/16/10,,40498.00 ,,
1/20/11,,40563.00 ,,
11/16/10,,40498.00 ,,
1/9/08,,39456.00 ,,
8/30/10,,40420.00 ,,
11/18/08,,39770.00 ,,
4/20/09,,39923.00 ,,
12/22/08,,39804.00 ,,
4/20/09,,39923.00 ,,
1/26/10,,40204.00 ,,
11/13/08,,39765.00 ,,
7/16/10,,40375.00 ,,
11/16/10,,40498.00 ,,
5/26/09,,39959.00 ,,
11/18/08,,39770.00 ,,
9/15/09,,40071.00 ,,
1/21/09,,39834.00 ,,
7/6/10,,40365.00 ,,
1/25/11,,40568.00 ,,
2/12/11,,40586.00 ,,
5/11/10,,40309.00 ,,
10/20/08,,39741.00 ,,
1/20/11,,40563.00 ,,
9/14/09,,40070.00 ,,
9/10/09,,40066.00 ,,
10/20/08,,39741.00 ,,
6/30/08,,39629.00 ,,
5/30/11,,40693.00 ,,
10/17/08,,39738.00 ,,
12/11/08,,39793.00 ,,
5/31/11,,40694.00 ,,
6/1/11,,40695.00 ,,
5/25/11,,40688.00 ,,
8/10/10,,40400.00 ,,
12/1/10,,40513.00 ,,
12/29/09,,40176.00 ,,
7/29/09,,40023.00 ,,
12/31/08,,39813.00 ,,
12/22/08,,39804.00 ,,
5/31/11,,40694.00 ,,
7/28/08,,39657.00 ,,
7/16/10,,40375.00 ,,
1/9/09,,39822.00 ,,
5/13/11,,40676.00 ,,
5/31/11,,40694.00 ,,
9/10/09,,40066.00 ,,
3/25/11,,40627.00 ,,
11/13/09,,40130.00 ,,
7/16/10,,40375.00 ,,
4/27/11,,40660.00 ,,
7/6/10,,40365.00 ,,
12/16/08,,39798.00 ,,
4/20/09,,39923.00 ,,
6/19/09,,39983.00 ,,
8/6/10,,40396.00 ,,
7/9/09,,40003.00 ,,
8/5/10,,40395.00 ,,
4/18/08,,39556.00 ,,
4/7/10,,40275.00 ,,
7/6/10,,40365.00 ,,
10/29/08,,39750.00 ,,
1/16/09,,39829.00 ,,
5/12/11,,40675.00 ,,
2/12/11,,40586.00 ,,
6/21/10,,40350.00 ,,
12/29/09,,40176.00 ,,
10/20/08,,39741.00 ,,
4/20/09,,39923.00 ,,
11/17/09,,40134.00 ,,
9/17/10,,40438.00 ,,
11/11/09,,40128.00 ,,
4/20/09,,39923.00 ,,
6/19/09,,39983.00 ,,
12/13/10,,40525.00 ,,
3/23/11,,40625.00 ,,
12/1/08,,39783.00 ,,
12/16/08,,39798.00 ,,
11/16/10,,40498.00 ,,
10/14/09,,40100.00 ,,
6/30/08,,39629.00 ,,
12/9/10,,40521.00 ,,
6/22/10,,40351.00 ,,
8/25/08,,39685.00 ,,
4/20/09,,39923.00 ,,
10/22/08,,39743.00 ,,
1/26/10,,40204.00 ,,
10/15/08,,39736.00 ,,
11/8/10,,40490.00 ,,
7/16/10,,40375.00 ,,
12/21/10,,40533.00 ,,
7/16/10,,40375.00 ,,
2/10/10,,40219.00 ,,
1/29/10,,40207.00 ,,
7/9/09,,40003.00 ,,
3/23/11,,40625.00 ,,
12/11/08,,39793.00 ,,
2/2/09,,39846.00 ,,
6/14/11,,40708.00 ,,
12/9/10,,40521.00 ,,
10/15/08,,39736.00 ,,
2/16/11,,40590.00 ,,
12/11/08,,39793.00 ,,
12/31/08,,39813.00 ,,
6/26/09,,39990.00 ,,
9/10/09,,40066.00 ,,
4/29/09,,39932.00 ,,
9/3/10,,40424.00 ,,
12/4/09,,40151.00 ,,
6/26/09,,39990.00 ,,
11/23/09,,40140.00 ,,
7/6/10,,40365.00 ,,
1/20/11,,40563.00 ,,
2/15/11,,40589.00 ,,
7/9/09,,40003.00 ,,
12/15/09,,40162.00 ,,
2/17/11,,40591.00 ,,
8/20/09,,40045.00 ,,
12/27/05,,38713.00 ,,
12/7/07,,39423.00 ,,
10/20/10,,40471.00 ,,
10/17/08,,39738.00 ,,
11/30/09,,40147.00 ,,
9/3/10,,40424.00 ,,
1/15/09,,39828.00 ,,
5/31/11,,40694.00 ,,
2/22/08,,39500.00 ,,
12/11/08,,39793.00 ,,
6/3/10,,40332.00 ,,
5/28/07,,39230.00 ,,
12/21/10,,40533.00 ,,
1/16/09,,39829.00 ,,
12/13/10,,40525.00 ,,
12/8/09,,40155.00 ,,
7/8/10,,40367.00 ,,
7/21/10,,40380.00 ,,
12/31/08,,39813.00 ,,
1/16/09,,39829.00 ,,
9/16/08,,39707.00 ,,
5/30/08,,39598.00 ,,
10/29/08,,39750.00 ,,
11/18/09,,40135.00 ,,
4/26/10,,40294.00 ,,
12/1/10,,40513.00 ,,
1/25/06,,38742.00 ,,
12/15/09,,40162.00 ,,
11/13/08,,39765.00 ,,
3/16/09,,39888.00 ,,
12/29/09,,40176.00 ,,
9/15/09,,40071.00 ,,
9/10/09,,40066.00 ,,
7/13/10,,40372.00 ,,
11/3/10,,40485.00 ,,
4/29/09,,39932.00 ,,
9/16/09,,40072.00 ,,
11/23/09,,40140.00 ,,
6/14/11,,40708.00 ,,
9/4/09,,40060.00 ,,
6/19/09,,39983.00 ,,
4/29/09,,39932.00 ,,
1/24/08,,39471.00 ,,
11/18/08,,39770.00 ,,
2/16/11,,40590.00 ,,
12/21/10,,40533.00 ,,
12/15/08,,39797.00 ,,
10/20/08,,39741.00 ,,
5/31/11,,40694.00 ,,
7/13/10,,40372.00 ,,
1/15/09,,39828.00 ,,
1/26/10,,40204.00 ,,
2/4/10,,40213.00 ,,
4/29/09,,39932.00 ,,
5/11/10,,40309.00 ,,
6/28/10,,40357.00 ,,
7/8/10,,40367.00 ,,
5/30/11,,40693.00 ,,
10/14/09,,40100.00 ,,
6/30/08,,39629.00 ,,
8/12/09,,40037.00 ,,
7/15/10,,40374.00 ,,
12/29/10,,40541.00 ,,
2/12/07,,39125.00 ,,
2/16/09,,39860.00 ,,
1/6/10,,40184.00 ,,
3/16/09,,39888.00 ,,
12/16/08,,39798.00 ,,
6/25/09,,39989.00 ,,
7/20/10,,40379.00 ,,
5/12/11,,40675.00 ,,
12/23/10,,40535.00 ,,
5/12/11,,40675.00 ,,
5/12/11,,40675.00 ,,
10/10/09,,40096.00 ,,
12/29/10,,40541.00 ,,
11/11/09,,40128.00 ,,
5/12/11,,40675.00 ,,
2/4/10,,40213.00 ,,
4/22/09,,39925.00 ,,
12/29/10,,40541.00 ,,
10/27/09,,40113.00 ,,
11/24/09,,40141.00 ,,
7/16/09,,40010.00 ,,
9/20/10,,40441.00 ,,
7/16/10,,40375.00 ,,
2/4/10,,40213.00 ,,
7/20/10,,40379.00 ,,
12/23/10,,40535.00 ,,
2/15/11,,40589.00 ,,
9/20/10,,40441.00 ,,
7/20/10,,40379.00 ,,
12/21/09,,40168.00 ,,
10/20/10,,40471.00 ,,
12/21/09,,40168.00 ,,
11/5/09,,40122.00 ,,
9/20/10,,40441.00 ,,
2/15/11,,40589.00 ,,
12/23/10,,40535.00 ,,
12/21/09,,40168.00 ,,
6/25/09,,39989.00 ,,
12/18/08,,39800.00 ,,
11/11/09,,40128.00 ,,
1/5/11,,40548.00 ,,
6/26/09,,39990.00 ,,
12/27/05,,38713.00 ,,
8/12/09,,40037.00 ,,
12/29/09,,40176.00 ,,
12/15/09,,40162.00 ,,
11/27/08,,39779.00 ,,
1/11/11,,40554.00 ,,
8/12/09,,40037.00 ,,
1/7/09,,39820.00 ,,
4/26/10,,40294.00 ,,
12/8/08,,39790.00 ,,
1/7/09,,39820.00 ,,
5/22/08,,39590.00 ,,
5/31/11,,40694.00 ,,
1/7/09,,39820.00 ,,
10/14/09,,40100.00 ,,
10/9/06,,38999.00 ,,
1/22/10,,40200.00 ,,
11/11/09,,40128.00 ,,
5/30/11,,40693.00 ,,
11/13/08,,39765.00 ,,
1/8/08,,39455.00 ,,
2/15/11,,40589.00 ,,
1/5/11,,40548.00 ,,
5/13/09,,39946.00 ,,
11/16/10,,40498.00 ,,
8/5/10,,40395.00 ,,
1/11/10,,40189.00 ,,
5/12/11,,40675.00 ,,
6/30/08,,39629.00 ,,
11/25/08,,39777.00 ,,
2/26/09,,39870.00 ,,
1/29/10,,40207.00 ,,
12/4/09,,40151.00 ,,
12/1/10,,40513.00 ,,
11/13/07,,39399.00 ,,
11/18/08,,39770.00 ,,
6/13/08,,39612.00 ,,
12/15/08,,39797.00 ,,
1/25/06,,38742.00 ,,
5/13/09,,39946.00 ,,
7/9/09,,40003.00 ,,
12/29/09,,40176.00 ,,
4/19/10,,40287.00 ,,
12/30/09,,40177.00 ,,
8/20/09,,40045.00 ,,
1/25/10,,40203.00 ,,
2/17/11,,40591.00 ,,
3/30/10,,40267.00 ,,
11/17/09,,40134.00 ,,
6/13/11,,40707.00 ,,
9/17/10,,40438.00 ,,
12/1/10,,40513.00 ,,
7/9/09,,40003.00 ,,
4/7/11,,40640.00 ,,
7/16/10,,40375.00 ,,
7/15/08,,39644.00 ,,
2/16/11,,40590.00 ,,
8/12/09,,40037.00 ,,
8/25/08,,39685.00 ,,
9/14/09,,40070.00 ,,
1/15/09,,39828.00 ,,
10/20/08,,39741.00 ,,
2/14/07,,39127.00 ,,
1/15/09,,39828.00 ,,
8/20/09,,40045.00 ,,
6/19/09,,39983.00 ,,
7/8/10,,40367.00 ,,
11/11/08,,39763.00 ,,
4/20/09,,39923.00 ,,
12/4/09,,40151.00 ,,
2/24/09,,39868.00 ,,
1/11/11,,40554.00 ,,
12/29/09,,40176.00 ,,
12/1/10,,40513.00 ,,
10/31/08,,39752.00 ,,
12/16/08,,39798.00 ,,
1/20/11,,40563.00 ,,
11/27/09,,40144.00 ,,
12/22/08,,39804.00 ,,
12/15/08,,39797.00 ,,
12/29/09,,40176.00 ,,
1/21/09,,39834.00 ,,
10/24/08,,39745.00 ,,
11/13/09,,40130.00 ,,
7/13/10,,40372.00 ,,
2/15/11,,40589.00 ,,
11/24/09,,40141.00 ,,
5/30/11,,40693.00 ,,
10/20/08,,39741.00 ,,
12/8/08,,39790.00 ,,
12/22/08,,39804.00 ,,
5/13/09,,39946.00 ,,
2/9/07,,39122.00 ,,
11/16/10,,40498.00 ,,
4/20/09,,39923.00 ,,
4/7/11,,40640.00 ,,
8/5/10,,40395.00 ,,
8/16/07,,39310.00 ,,
12/8/09,,40155.00 ,,
7/9/09,,40003.00 ,,
3/16/09,,39888.00 ,,
10/22/08,,39743.00 ,,
4/6/11,,40639.00 ,,
12/30/09,,40177.00 ,,
10/22/08,,39743.00 ,,
1/29/10,,40207.00 ,,
12/15/08,,39797.00 ,,
9/14/09,,40070.00 ,,
7/25/07,,39288.00 ,,
2/17/11,,40591.00 ,,
11/24/09,,40141.00 ,,
6/13/08,,39612.00 ,,
8/11/10,,40401.00 ,,
11/13/09,,40130.00 ,,
7/16/10,,40375.00 ,,
12/18/08,,39800.00 ,,
10/22/10,,40473.00 ,,
3/16/09,,39888.00 ,,
5/30/11,,40693.00 ,,
2/28/11,,40602.00 ,,
9/23/09,,40079.00 ,,
12/16/08,,39798.00 ,,
2/14/07,,39127.00 ,,
12/17/09,,40164.00 ,,
4/7/11,,40640.00 ,,
1/8/08,,39455.00 ,,
2/16/09,,39860.00 ,,
1/7/09,,39820.00 ,,
10/12/10,,40463.00 ,,
7/4/06,,38902.00 ,,
8/25/08,,39685.00 ,,
2/4/08,,39482.00 ,,
10/12/10,,40463.00 ,,
9/22/09,,40078.00 ,,
12/15/09,,40162.00 ,,
12/1/10,,40513.00 ,,
6/13/08,,39612.00 ,,
3/30/11,,40632.00 ,,
12/10/09,,40157.00 ,,
4/27/09,,39930.00 ,,
12/8/08,,39790.00 ,,
10/15/08,,39736.00 ,,
6/13/06,,38881.00 ,,
1/25/06,,38742.00 ,,
8/29/06,,38958.00 ,,
10/30/08,,39751.00 ,,
7/9/09,,40003.00 ,,
10/28/08,,39749.00 ,,
10/20/08,,39741.00 ,,
1/6/10,,40184.00 ,,
6/13/10,,40342.00 ,,
8/5/10,,40395.00 ,,
5/30/11,,40693.00 ,,
2/16/09,,39860.00 ,,
10/20/08,,39741.00 ,,
5/13/09,,39946.00 ,,
1/20/11,,40563.00 ,,
8/1/07,,39295.00 ,,
3/10/10,,40247.00 ,,
11/23/09,,40140.00 ,,
6/15/11,,40709.00 ,,
6/14/11,,40708.00 ,,
10/20/10,,40471.00 ,,
1/21/09,,39834.00 ,,
6/15/11,,40709.00 ,,
12/9/09,,40156.00 ,,
10/20/10,,40471.00 ,,
11/29/10,,40511.00 ,,
2/17/11,,40591.00 ,,
11/18/08,,39770.00 ,,
10/29/08,,39750.00 ,,
9/22/09,,40078.00 ,,
11/18/08,,39770.00 ,,
2/21/11,,40595.00 ,,
9/3/10,,40424.00 ,,
1/6/10,,40184.00 ,,
1/5/09,,39818.00 ,,
7/10/06,,38908.00 ,,
3/7/06,,38783.00 ,,
1/4/07,,39086.00 ,,
2/25/08,,39503.00 ,,
11/5/10,,40487.00 ,,
8/9/10,,40399.00 ,,
3/15/10,,40252.00 ,,
6/24/10,,40353.00 ,,
11/2/09,,40119.00 ,,
2/19/08,,39497.00 ,,
2/19/08,,39497.00 ,,
2/19/08,,39497.00 ,,
2/19/08,,39497.00 ,,
7/2/07,,39265.00 ,,
11/2/07,,39388.00 ,,
1/27/11,,40570.00 ,,
12/30/10,,40542.00 ,,
3/15/10,,40252.00 ,,
5/19/08,,39587.00 ,,
2/12/11,,40586.00 ,,
1/24/11,,40567.00 ,,
9/11/08,,39702.00 ,,
10/15/08,,39736.00 ,,
10/15/08,,39736.00 ,,
1/13/09,,39826.00 ,,
1/13/09,,39826.00 ,,
12/15/06,,39066.00 ,,
1/11/07,,39093.00 ,,
8/21/07,,39315.00 ,,
9/18/07,,39343.00 ,,
9/18/07,,39343.00 ,,
9/19/07,,39344.00 ,,
10/22/07,,39377.00 ,,
3/13/07,,39154.00 ,,
5/26/10,,40324.00 ,,
1/10/07,,39092.00 ,,
12/15/06,,39066.00 ,,
12/27/06,,39078.00 ,,
1/11/07,,39093.00 ,,
1/26/07,,39108.00 ,,
2/9/07,,39122.00 ,,
1/10/07,,39092.00 ,,
4/13/07,,39185.00 ,,
9/2/10,,40423.00 ,,
4/28/11,,40661.00 ,,
3/14/07,,39155.00 ,,
