time,amount,internalization,outsourcing,if the sitting date time after 2006,year,if the buyer is a bank,export,export to OECD,if the buyer is a chinese organization,classification of the buyer,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Turnover,money,installment,paystyle,payment method
576d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1600000,1600000,1,1,Installment payment
547d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1610903,1610903,1,1,Installment payment
364d,13,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,1620000,1620000,1,1,Installment payment
360d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,1,0,0,2,1622478,1622478,1,1,Installment payment
211d,2,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1630000,1630000,1,1,Installment payment
365d,13,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1649000,1649000,1,1,Installment payment
507d,10,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1660000,1660000,1,1,Installment payment
1272d,5,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1660000,1660000,1,1,Installment payment
102d,7,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1665000,1665000,1,1,Installment payment
1095d,5,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1680000,1680000,1,1,Installment payment
151d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1680000,1680000,1,1,Installment payment
731d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,1685564,1685564,1,1,Installment payment
486d,34,0,1,1,2006,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1700000,1700000,1,1,Installment payment
521d,7,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1700000,1700000,1,1,Installment payment
365d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1700000,1700000,1,1,Installment payment
1095d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1700000,1700000,1,1,Installment payment
568d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1700000,1700000,1,1,Installment payment
364d,34,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1716000,1716000,1,1,Installment payment
195d,30,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1725000,1725000,1,1,Installment payment
607d,74,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1731000,1731000,1,1,Installment payment
617d,26,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1750000,1750000,1,1,Installment payment
113d,4,0,1,1,2009,0,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1752500,1752500,1,1,Installment payment
1064d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1752807.81,1752807.81,1,1,Installment payment
790d,34,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1760000,1760000,1,1,Installment payment
531d,7,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1760000,1760000,1,1,Installment payment
229d,4,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1765000,1765000,1,1,Installment payment
528d,8,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1780000,1780000,1,1,Installment payment
123d,6,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1780000,1780000,1,1,Installment payment
365d,2,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1780000,1780000,1,1,Installment payment
1095d,8,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1790000,1790000,1,1,Installment payment
488d,5,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1790000,1790000,1,1,Installment payment
227d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1790000,1790000,1,1,Installment payment
1095d,42,1,0,1,2008,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1792709.94,1792709.94,0,2,One time payment
365d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1800000,1800000,1,1,Installment payment
473d,1,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1800000,1800000,1,1,Installment payment
753d,26,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1816300,1816300,1,1,Installment payment
459d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2018000,1818000,1,1,Installment payment
82d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1820000,1820000,1,1,Installment payment
1095d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1821646,1821646,1,1,Installment payment
365d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1824000,1824000,1,1,Installment payment
729d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1826600,1826600,1,1,Installment payment
729d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1830000,1830000,1,1,Installment payment
543d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1830000,1830000,1,1,Installment payment
669d,74,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1831000,1831000,1,1,Installment payment
430d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1850000,1850000,1,1,Installment payment
550d,8,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1864000,1864000,1,1,Installment payment
977d,6,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1880000,1880000,1,1,Installment payment
1187d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1880000,1880000,1,1,Installment payment
364d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1900000,1900000,1,1,Installment payment
147d,14,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1900000,1900000,1,1,Installment payment
621d,5,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1900000,1900000,1,1,Installment payment
1095d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1904718,1904718,1,1,Installment payment
731d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1906000,1906000,1,1,Installment payment
365d,34,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1906500,1906500,1,1,Installment payment
729d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1911787.18,1911787.18,1,1,Installment payment
729d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1920000,1920000,1,1,Installment payment
730d,42,1,0,1,2011,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1927760,1927760,1,1,Installment payment
730d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1931110,1931110,1,1,Installment payment
730d,42,1,0,1,2011,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1936000,1936000,1,1,Installment payment
730d,42,1,0,1,2011,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1938500,1938500,1,1,Installment payment
1094d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1946147.18,1946147.18,1,1,Installment payment
730d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1950000,1950000,1,1,Installment payment
945d,6,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1950000,1950000,1,1,Installment payment
730d,42,1,0,1,2011,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1965800,1965800,1,1,Installment payment
1095d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1965907,1965907,1,1,Installment payment
1095d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1969262.88,1969262.88,1,1,Installment payment
730d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1970000,1970000,1,1,Installment payment
1095d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1973022.37,1973022.37,1,1,Installment payment
1095d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1973022.37,1973022.37,1,1,Installment payment
729d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1974392.28,1974392.28,1,1,Installment payment
730d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1975450,1975450,1,1,Installment payment
425d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1977842.2,1977842.2,1,1,Installment payment
1095d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1980000,1980000,1,1,Installment payment
730d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1980000,1980000,1,1,Installment payment
730d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1980000,1980000,1,1,Installment payment
497d,8,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1980000,1980000,1,1,Installment payment
730d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1980485,1980485,1,1,Installment payment
730d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1981000,1981000,1,1,Installment payment
1094d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1982403.05,1982403.05,1,1,Installment payment
504d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1984000,1984000,1,1,Installment payment
364d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1985000,1985000,1,1,Installment payment
1094d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1986888.96,1986888.96,1,1,Installment payment
730d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1987750,1987750,1,1,Installment payment
364d,26,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1988875,1988875,1,1,Installment payment
730d,42,1,0,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1990260,1990260,1,1,Installment payment
1094d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1993230,1993230,1,1,Installment payment
729d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1999394.27,1999394.27,1,1,Installment payment
235d,7,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2000000,2000000,1,1,Installment payment
539d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2000000,2000000,1,1,Installment payment
59d,3,0,1,1,2011,0,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2000000,2000000,1,1,Installment payment
179d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2000000,2000000,1,1,Installment payment
730d,1,0,1,0,2005,0,0,0,1,4,1,0,0,2,1,0,1,0,3,0,0,1,3,2000000,2000000,1,3,commission payment
594d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2000000,2000000,1,1,Installment payment
608d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2011000,2011000,1,1,Installment payment
365d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2038000,2038000,1,1,Installment payment
1095d,42,1,0,1,2008,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,2053897.02,2053897.02,0,2,One time payment
569d,5,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2075000,2075000,1,1,Installment payment
213d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,2117500,2117500,1,1,Installment payment
365d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2120000,2120000,1,1,Installment payment
96d,13,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2138100,2138100,1,1,Installment payment
730d,34,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2145000,2145000,1,1,Installment payment
365d,5,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2150000,2150000,1,1,Installment payment
365d,1,0,1,1,2008,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,2150000,2150000,1,1,Installment payment
729d,74,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2150500,2150500,1,1,Installment payment
365d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2160000,2160000,1,1,Installment payment
463d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,2163500,2163500,1,1,Installment payment
654d,34,0,1,1,2006,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2200000,2200000,1,1,Installment payment
725d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2200000,2200000,1,1,Installment payment
548d,26,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2220000,2220000,1,1,Installment payment
364d,3,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,2220000,2220000,1,1,Installment payment
365d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,2239972.77,2239972.77,1,1,Installment payment
364d,34,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2300000,2300000,1,1,Installment payment
1296d,5,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2300000,2300000,1,1,Installment payment
574d,34,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2329000,2329000,1,1,Installment payment
1461d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2335000,2335000,1,1,Installment payment
618d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2360000,2360000,1,1,Installment payment
272d,4,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2381400,2381400,1,1,Installment payment
91d,74,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,2400000,2400000,1,1,Installment payment
731d,26,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2400000,2400000,1,1,Installment payment
181d,5,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2420000,2420000,1,1,Installment payment
274d,10,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2466800,2466800,1,1,Installment payment
1095d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,2478401.78,2478401.78,1,1,Installment payment
298d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2480000,2480000,1,1,Installment payment
210d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2480000,2480000,1,1,Installment payment
183d,3,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,2492160,2492160,1,1,Installment payment
274d,8,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2500000,2500000,1,1,Installment payment
365d,26,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,2501000,2501000,1,1,Installment payment
365d,10,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2551720,2551720,1,1,Installment payment
730d,34,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2574000,2574000,1,1,Installment payment
779d,34,0,1,1,2006,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2580000,2580000,1,1,Installment payment
418d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2580000,2580000,1,1,Installment payment
496d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2586000,2586000,1,1,Installment payment
487d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2598000,2598000,1,1,Installment payment
93d,4,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2600000,2600000,1,1,Installment payment
108d,26,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,2610240,2610240,1,1,Installment payment
518d,1,0,1,1,2009,1,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,2650000,2650000,1,1,Installment payment
330d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2680000,2680000,1,1,Installment payment
701d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,2696000,2696000,1,1,Installment payment
766d,9,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2730000,2730000,1,1,Installment payment
668d,1,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,2738000,2738000,1,1,Installment payment
103d,13,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,2746600,2746600,1,1,Installment payment
666d,26,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2760000,2760000,1,1,Installment payment
121d,3,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,2776100,2776100,1,1,Installment payment
736d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2800000,2800000,1,1,Installment payment
649d,3,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2800000,2800000,1,1,Installment payment
603d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2800000,2800000,1,1,Installment payment
661d,5,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2803000,2803000,1,1,Installment payment
730d,9,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2850000,2850000,1,1,Installment payment
1300d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,2879500,2879500,1,1,Installment payment
221d,30,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,2880000,2880000,1,1,Installment payment
730d,4,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2950000,2950000,1,1,Installment payment
643d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2967000,2967000,1,1,Installment payment
730d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2990000,2990000,1,1,Installment payment
1279d,3,1,0,1,2007,0,0,0,1,4,0,0,1,3,0,1,0,0,2,1,0,0,2,3000000,3000000,0,2,One time payment
365d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3000000,3000000,1,1,Installment payment
550d,1,0,1,1,2009,0,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,3000000,3000000,1,1,Installment payment
517d,1,0,1,1,2009,0,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3009500,3009500,1,1,Installment payment
599d,74,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3014000,3014000,1,1,Installment payment
376d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,3028454,3028454,1,1,Installment payment
730d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3038300,3038300,1,1,Installment payment
288d,2,0,1,1,2009,0,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,3040000,3040000,1,1,Installment payment
1095d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,3061557.34,3061557.34,1,1,Installment payment
619d,3,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,3066000,3066000,1,1,Installment payment
1004d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3095000,3095000,1,1,Installment payment
91d,3,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,3120520,3120520,1,1,Installment payment
279d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,3130000,3130000,1,1,Installment payment
365d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,3143500,3143500,1,1,Installment payment
637d,2,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3146268.08,3146268.08,1,1,Installment payment
1230d,4,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3180000,3180000,1,1,Installment payment
365d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3182000,3182000,1,1,Installment payment
1095d,42,1,0,1,2008,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,3186139.71,3186139.71,0,2,One time payment
637d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3196000,3196000,1,1,Installment payment
365d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,3232844,3232844,0,2,One time payment
365d,26,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3260000,3260000,1,1,Installment payment
435d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3292000,3292000,1,1,Installment payment
655d,13,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3300000,3300000,1,1,Installment payment
364d,1,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3330000,3330000,1,1,Installment payment
761d,10,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,3352937.94,3352937.94,1,1,Installment payment
1542d,74,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3387500,3387500,1,1,Installment payment
365d,2,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3400000,3400000,1,1,Installment payment
365d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,3474442.7,3474442.7,1,1,Installment payment
365d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3488000,3488000,1,1,Installment payment
491d,8,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3998000,3497150,1,1,Installment payment
151d,15,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,3500000,3500000,1,1,Installment payment
1186d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3535000,3535000,1,1,Installment payment
527d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3597000,3597000,1,1,Installment payment
759d,74,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3648000,3648000,1,1,Installment payment
1000d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3658000,3658000,1,1,Installment payment
364d,5,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,3668096,3668096,1,1,Installment payment
619d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3683000,3683000,1,1,Installment payment
137d,6,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,3730000,3730000,1,1,Installment payment
303d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3740000,3740000,1,1,Installment payment
731d,34,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,1,0,3,0,1,0,1,3790000,3790000,1,1,Installment payment
426d,74,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,3792000,3792000,1,1,Installment payment
1461d,6,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,3800000,3800000,1,1,Installment payment
731d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,1,0,3,0,1,0,1,3800000,3800000,1,1,Installment payment
364d,1,0,1,1,2010,0,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,3800000,3800000,1,1,Installment payment
1088d,42,1,0,1,2008,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,3833942.5,3833942.5,0,2,One time payment
486d,41,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,4300000,3870000,1,1,Installment payment
730d,1,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,3924000,3924000,1,1,Installment payment
